Date,Day,Time,Hour,Route,Bus No,Student_ID,Attendance
31-12-2025,Wednesday,09:05,9,University,B-202,S2151,Present
31-12-2025,Wednesday,08:52,8,South Suburb,B-303,S2541,Present
31-12-2025,Wednesday,08:40,8,South Suburb,B-303,S2035,Present
31-12-2025,Wednesday,08:44,8,City Center,B-102,S2413,Present
31-12-2025,Wednesday,08:37,8,University,B-202,S2472,Present
31-12-2025,Wednesday,09:14,9,City Center,B-102,S2295,Present
31-12-2025,Wednesday,12:02,12,City Center,B-102,S2303,Present
31-12-2025,Wednesday,16:51,16,University,B-202,S2508,Present
31-12-2025,Wednesday,16:43,16,City Center,B-101,S2265,Present
31-12-2025,Wednesday,17:14,17,City Center,B-101,S2387,Present
31-12-2025,Wednesday,17:15,17,City Center,B-102,S2484,Present
31-12-2025,Wednesday,16:49,16,City Center,B-101,S2401,Absent
31-12-2025,Wednesday,16:36,16,City Center,B-102,S2268,Present
31-12-2025,Wednesday,17:10,17,City Center,B-102,S2056,Present
31-12-2025,Wednesday,16:42,16,University,B-202,S2236,Present
31-12-2025,Wednesday,17:06,17,University,B-202,S2551,Present
31-12-2025,Wednesday,16:53,16,University,B-202,S2106,Present
31-12-2025,Wednesday,17:07,17,University,B-202,S2598,Absent
31-12-2025,Wednesday,17:15,17,South Suburb,B-303,S2533,Present
31-12-2025,Wednesday,17:05,17,University,B-202,S2429,Present
01-01-2026,Thursday,08:51,8,Express Dc,B-401,S2329,Present
01-01-2026,Thursday,08:57,8,South Suburb,B-303,S2036,Present
01-01-2026,Thursday,08:35,8,City Center,B-101,S2567,Present
01-01-2026,Thursday,08:49,8,University,B-202,S2487,Absent
01-01-2026,Thursday,09:02,9,Express Dc,B-401,S2135,Present
01-01-2026,Thursday,09:06,9,City Center,B-102,S2598,Present
01-01-2026,Thursday,09:10,9,Express Dc,B-401,S2131,Absent
01-01-2026,Thursday,09:02,9,University,B-202,S2595,Present
01-01-2026,Thursday,08:40,8,Express Dc,B-401,S2056,Absent
01-01-2026,Thursday,09:04,9,University,B-202,S2153,Present
01-01-2026,Thursday,08:49,8,South Suburb,B-303,S2502,Present
01-01-2026,Thursday,17:03,17,Express Dc,B-401,S2304,Present
01-01-2026,Thursday,16:53,16,University,B-202,S2482,Present
01-01-2026,Thursday,16:49,16,South Suburb,B-303,S2533,Present
01-01-2026,Thursday,16:57,16,University,B-202,S2345,Present
01-01-2026,Thursday,16:34,16,Express Dc,B-401,S2292,Present
01-01-2026,Thursday,16:44,16,City Center,B-102,S2234,Present
01-01-2026,Thursday,16:34,16,City Center,B-101,S2549,Present
01-01-2026,Thursday,16:49,16,City Center,B-101,S2026,Present
01-01-2026,Thursday,17:09,17,Express Dc,B-401,S2099,Absent
01-01-2026,Thursday,16:52,16,City Center,B-102,S2442,Present
01-01-2026,Thursday,16:57,16,University,B-202,S2118,Present
01-01-2026,Thursday,16:57,16,City Center,B-102,S2361,Present
01-01-2026,Thursday,17:09,17,South Suburb,B-303,S2032,Absent
02-01-2026,Friday,08:56,8,City Center,B-101,S2114,Present
02-01-2026,Friday,08:46,8,University,B-202,S2484,Present
02-01-2026,Friday,09:02,9,South Suburb,B-303,S2098,Present
02-01-2026,Friday,08:35,8,Express Dc,B-401,S2157,Present
02-01-2026,Friday,09:08,9,City Center,B-102,S2589,Present
02-01-2026,Friday,08:34,8,South Suburb,B-303,S2375,Present
02-01-2026,Friday,08:48,8,City Center,B-101,S2010,Present
02-01-2026,Friday,09:04,9,South Suburb,B-303,S2519,Present
02-01-2026,Friday,08:53,8,City Center,B-101,S2002,Present
02-01-2026,Friday,08:41,8,South Suburb,B-303,S2191,Present
02-01-2026,Friday,08:35,8,University,B-202,S2330,Present
02-01-2026,Friday,13:28,13,Express Dc,B-401,S2263,Present
02-01-2026,Friday,16:58,16,Express Dc,B-401,S2467,Present
02-01-2026,Friday,16:44,16,University,B-202,S2520,Present
02-01-2026,Friday,17:00,17,City Center,B-101,S2302,Present
02-01-2026,Friday,16:58,16,City Center,B-102,S2216,Present
02-01-2026,Friday,16:51,16,City Center,B-102,S2383,Present
02-01-2026,Friday,16:38,16,South Suburb,B-303,S2292,Present
02-01-2026,Friday,16:45,16,University,B-202,S2261,Present
02-01-2026,Friday,16:36,16,City Center,B-102,S2383,Present
02-01-2026,Friday,17:00,17,South Suburb,B-303,S2424,Present
02-01-2026,Friday,16:54,16,University,B-202,S2180,Present
02-01-2026,Friday,17:04,17,City Center,B-101,S2195,Absent
02-01-2026,Friday,16:53,16,City Center,B-101,S2497,Present
02-01-2026,Friday,16:33,16,City Center,B-101,S2128,Present
02-01-2026,Friday,16:41,16,University,B-202,S2304,Present
05-01-2026,Monday,08:53,8,South Suburb,B-303,S2128,Present
05-01-2026,Monday,08:59,8,Express Dc,B-401,S2274,Present
05-01-2026,Monday,08:59,8,University,B-202,S2154,Present
05-01-2026,Monday,09:07,9,University,B-202,S2194,Present
05-01-2026,Monday,08:30,8,Express Dc,B-401,S2165,Present
05-01-2026,Monday,08:39,8,Express Dc,B-401,S2548,Present
05-01-2026,Monday,08:32,8,City Center,B-102,S2582,Present
05-01-2026,Monday,08:32,8,Express Dc,B-401,S2574,Present
05-01-2026,Monday,08:36,8,City Center,B-101,S2465,Present
05-01-2026,Monday,08:32,8,City Center,B-101,S2587,Present
05-01-2026,Monday,08:45,8,City Center,B-102,S2490,Present
05-01-2026,Monday,08:54,8,City Center,B-101,S2256,Present
05-01-2026,Monday,08:37,8,City Center,B-101,S2276,Present
05-01-2026,Monday,12:26,12,South Suburb,B-303,S2498,Present
05-01-2026,Monday,17:03,17,South Suburb,B-303,S2227,Present
05-01-2026,Monday,16:56,16,University,B-202,S2548,Present
05-01-2026,Monday,17:09,17,University,B-202,S2067,Present
05-01-2026,Monday,16:54,16,South Suburb,B-303,S2189,Present
05-01-2026,Monday,16:49,16,University,B-202,S2117,Present
05-01-2026,Monday,16:43,16,University,B-202,S2013,Present
05-01-2026,Monday,16:50,16,City Center,B-102,S2045,Present
05-01-2026,Monday,16:34,16,South Suburb,B-303,S2482,Present
05-01-2026,Monday,16:59,16,City Center,B-101,S2465,Present
05-01-2026,Monday,17:07,17,City Center,B-101,S2372,Present
05-01-2026,Monday,17:10,17,University,B-202,S2013,Present
05-01-2026,Monday,16:31,16,City Center,B-101,S2279,Present
06-01-2026,Tuesday,08:48,8,South Suburb,B-303,S2202,Present
06-01-2026,Tuesday,08:30,8,South Suburb,B-303,S2568,Present
06-01-2026,Tuesday,08:34,8,City Center,B-102,S2392,Present
06-01-2026,Tuesday,09:15,9,University,B-202,S2123,Present
06-01-2026,Tuesday,08:41,8,University,B-202,S2172,Present
06-01-2026,Tuesday,08:49,8,City Center,B-102,S2065,Present
06-01-2026,Tuesday,09:02,9,City Center,B-102,S2375,Present
06-01-2026,Tuesday,09:11,9,South Suburb,B-303,S2102,Present
06-01-2026,Tuesday,08:30,8,University,B-202,S2596,Present
06-01-2026,Tuesday,08:36,8,City Center,B-101,S2368,Present
06-01-2026,Tuesday,09:08,9,University,B-202,S2473,Present
06-01-2026,Tuesday,08:53,8,South Suburb,B-303,S2524,Present
06-01-2026,Tuesday,08:46,8,City Center,B-101,S2033,Present
06-01-2026,Tuesday,08:39,8,City Center,B-102,S2550,Present
06-01-2026,Tuesday,08:45,8,University,B-202,S2509,Present
06-01-2026,Tuesday,12:35,12,University,B-202,S2440,Present
06-01-2026,Tuesday,16:47,16,University,B-202,S2578,Present
06-01-2026,Tuesday,17:02,17,City Center,B-102,S2024,Present
06-01-2026,Tuesday,16:51,16,City Center,B-101,S2495,Present
06-01-2026,Tuesday,16:53,16,City Center,B-101,S2024,Present
06-01-2026,Tuesday,17:04,17,South Suburb,B-303,S2131,Present
06-01-2026,Tuesday,17:10,17,Express Dc,B-401,S2085,Present
06-01-2026,Tuesday,16:51,16,University,B-202,S2321,Present
06-01-2026,Tuesday,16:42,16,University,B-202,S2403,Present
06-01-2026,Tuesday,17:11,17,City Center,B-102,S2072,Present
06-01-2026,Tuesday,16:58,16,South Suburb,B-303,S2032,Present
06-01-2026,Tuesday,16:56,16,South Suburb,B-303,S2024,Present
06-01-2026,Tuesday,16:49,16,City Center,B-101,S2052,Present
06-01-2026,Tuesday,16:40,16,City Center,B-102,S2201,Present
06-01-2026,Tuesday,17:00,17,South Suburb,B-303,S2215,Present
07-01-2026,Wednesday,08:33,8,City Center,B-101,S2334,Present
07-01-2026,Wednesday,08:43,8,City Center,B-101,S2123,Present
07-01-2026,Wednesday,08:42,8,University,B-202,S2177,Present
07-01-2026,Wednesday,08:36,8,City Center,B-102,S2211,Present
07-01-2026,Wednesday,08:46,8,South Suburb,B-303,S2047,Present
07-01-2026,Wednesday,09:07,9,University,B-202,S2560,Present
07-01-2026,Wednesday,08:57,8,Express Dc,B-401,S2548,Present
07-01-2026,Wednesday,08:45,8,South Suburb,B-303,S2111,Present
07-01-2026,Wednesday,09:06,9,City Center,B-102,S2210,Present
07-01-2026,Wednesday,08:59,8,City Center,B-102,S2203,Present
07-01-2026,Wednesday,09:13,9,University,B-202,S2493,Present
07-01-2026,Wednesday,08:54,8,University,B-202,S2231,Present
07-01-2026,Wednesday,08:30,8,University,B-202,S2511,Present
07-01-2026,Wednesday,08:46,8,South Suburb,B-303,S2079,Present
07-01-2026,Wednesday,17:07,17,City Center,B-101,S2067,Present
07-01-2026,Wednesday,17:09,17,University,B-202,S2510,Present
07-01-2026,Wednesday,16:47,16,Express Dc,B-401,S2085,Present
07-01-2026,Wednesday,16:38,16,Express Dc,B-401,S2156,Present
07-01-2026,Wednesday,16:45,16,City Center,B-101,S2456,Present
07-01-2026,Wednesday,16:55,16,University,B-202,S2296,Present
07-01-2026,Wednesday,17:06,17,University,B-202,S2526,Present
07-01-2026,Wednesday,16:39,16,City Center,B-102,S2157,Present
07-01-2026,Wednesday,17:08,17,University,B-202,S2584,Present
07-01-2026,Wednesday,16:55,16,City Center,B-102,S2334,Present
07-01-2026,Wednesday,17:01,17,City Center,B-101,S2040,Present
07-01-2026,Wednesday,16:32,16,City Center,B-101,S2414,Present
08-01-2026,Thursday,08:54,8,University,B-202,S2096,Absent
08-01-2026,Thursday,08:41,8,South Suburb,B-303,S2591,Present
08-01-2026,Thursday,08:57,8,City Center,B-101,S2391,Absent
08-01-2026,Thursday,08:56,8,City Center,B-102,S2372,Present
08-01-2026,Thursday,09:12,9,University,B-202,S2357,Present
08-01-2026,Thursday,08:30,8,University,B-202,S2444,Present
08-01-2026,Thursday,09:02,9,City Center,B-102,S2362,Present
08-01-2026,Thursday,08:41,8,City Center,B-102,S2510,Present
08-01-2026,Thursday,08:49,8,University,B-202,S2278,Present
08-01-2026,Thursday,08:42,8,City Center,B-102,S2225,Present
08-01-2026,Thursday,13:12,13,City Center,B-102,S2549,Present
08-01-2026,Thursday,16:47,16,South Suburb,B-303,S2257,Present
08-01-2026,Thursday,17:13,17,Express Dc,B-401,S2166,Present
08-01-2026,Thursday,17:01,17,University,B-202,S2043,Present
08-01-2026,Thursday,16:51,16,University,B-202,S2453,Present
08-01-2026,Thursday,16:33,16,Express Dc,B-401,S2480,Present
08-01-2026,Thursday,16:46,16,South Suburb,B-303,S2231,Present
08-01-2026,Thursday,16:48,16,South Suburb,B-303,S2473,Present
08-01-2026,Thursday,17:03,17,City Center,B-101,S2291,Present
08-01-2026,Thursday,17:02,17,South Suburb,B-303,S2503,Present
08-01-2026,Thursday,17:05,17,City Center,B-101,S2433,Present
09-01-2026,Friday,09:00,9,City Center,B-101,S2359,Present
09-01-2026,Friday,08:58,8,Express Dc,B-401,S2239,Present
09-01-2026,Friday,08:57,8,South Suburb,B-303,S2452,Present
09-01-2026,Friday,08:51,8,Express Dc,B-401,S2246,Absent
09-01-2026,Friday,08:31,8,City Center,B-102,S2378,Present
09-01-2026,Friday,08:35,8,City Center,B-101,S2112,Present
09-01-2026,Friday,08:55,8,University,B-202,S2231,Present
09-01-2026,Friday,08:58,8,South Suburb,B-303,S2076,Present
09-01-2026,Friday,08:31,8,City Center,B-102,S2400,Present
09-01-2026,Friday,09:09,9,City Center,B-102,S2018,Present
09-01-2026,Friday,08:55,8,Express Dc,B-401,S2068,Present
09-01-2026,Friday,09:10,9,City Center,B-102,S2146,Present
09-01-2026,Friday,09:11,9,Express Dc,B-401,S2157,Present
09-01-2026,Friday,09:03,9,University,B-202,S2218,Absent
09-01-2026,Friday,17:06,17,City Center,B-102,S2103,Absent
09-01-2026,Friday,17:07,17,City Center,B-101,S2565,Present
09-01-2026,Friday,16:31,16,City Center,B-102,S2264,Present
09-01-2026,Friday,16:47,16,South Suburb,B-303,S2541,Present
09-01-2026,Friday,16:36,16,University,B-202,S2032,Present
09-01-2026,Friday,17:02,17,City Center,B-101,S2207,Present
09-01-2026,Friday,16:39,16,South Suburb,B-303,S2403,Present
09-01-2026,Friday,16:43,16,University,B-202,S2269,Present
09-01-2026,Friday,16:51,16,City Center,B-102,S2377,Present
09-01-2026,Friday,16:56,16,City Center,B-102,S2176,Present
12-01-2026,Monday,09:13,9,South Suburb,B-303,S2099,Present
12-01-2026,Monday,08:52,8,City Center,B-102,S2477,Present
12-01-2026,Monday,08:31,8,South Suburb,B-303,S2563,Present
12-01-2026,Monday,09:11,9,South Suburb,B-303,S2011,Present
12-01-2026,Monday,09:01,9,University,B-202,S2443,Present
12-01-2026,Monday,08:31,8,University,B-202,S2145,Present
12-01-2026,Monday,09:13,9,Express Dc,B-401,S2299,Absent
12-01-2026,Monday,08:43,8,University,B-202,S2581,Present
12-01-2026,Monday,08:50,8,City Center,B-101,S2258,Present
12-01-2026,Monday,08:44,8,City Center,B-102,S2171,Present
12-01-2026,Monday,08:35,8,South Suburb,B-303,S2505,Present
12-01-2026,Monday,08:48,8,City Center,B-101,S2240,Present
12-01-2026,Monday,12:53,12,University,B-202,S2311,Present
12-01-2026,Monday,16:38,16,City Center,B-102,S2502,Present
12-01-2026,Monday,16:51,16,City Center,B-102,S2429,Present
12-01-2026,Monday,16:35,16,City Center,B-101,S2088,Present
12-01-2026,Monday,16:53,16,South Suburb,B-303,S2187,Present
12-01-2026,Monday,17:01,17,South Suburb,B-303,S2332,Present
12-01-2026,Monday,16:34,16,City Center,B-102,S2471,Present
12-01-2026,Monday,16:50,16,City Center,B-101,S2210,Present
12-01-2026,Monday,16:52,16,City Center,B-102,S2208,Present
12-01-2026,Monday,16:42,16,Express Dc,B-401,S2397,Present
12-01-2026,Monday,17:15,17,South Suburb,B-303,S2488,Absent
12-01-2026,Monday,16:47,16,City Center,B-101,S2340,Present
12-01-2026,Monday,16:55,16,University,B-202,S2056,Present
13-01-2026,Tuesday,08:32,8,University,B-202,S2357,Present
13-01-2026,Tuesday,08:40,8,South Suburb,B-303,S2553,Present
13-01-2026,Tuesday,08:40,8,City Center,B-102,S2233,Present
13-01-2026,Tuesday,08:36,8,City Center,B-102,S2459,Present
13-01-2026,Tuesday,09:14,9,City Center,B-102,S2589,Present
13-01-2026,Tuesday,08:58,8,City Center,B-102,S2146,Present
13-01-2026,Tuesday,09:11,9,Express Dc,B-401,S2353,Present
13-01-2026,Tuesday,08:54,8,University,B-202,S2475,Present
13-01-2026,Tuesday,08:40,8,City Center,B-101,S2489,Present
13-01-2026,Tuesday,09:09,9,City Center,B-102,S2063,Present
13-01-2026,Tuesday,08:45,8,University,B-202,S2590,Present
13-01-2026,Tuesday,13:51,13,City Center,B-102,S2386,Present
13-01-2026,Tuesday,17:07,17,City Center,B-101,S2344,Present
13-01-2026,Tuesday,16:57,16,University,B-202,S2512,Present
13-01-2026,Tuesday,16:49,16,City Center,B-102,S2358,Present
13-01-2026,Tuesday,16:50,16,South Suburb,B-303,S2343,Absent
13-01-2026,Tuesday,17:08,17,University,B-202,S2036,Present
13-01-2026,Tuesday,17:03,17,University,B-202,S2046,Present
13-01-2026,Tuesday,16:56,16,City Center,B-101,S2007,Present
13-01-2026,Tuesday,16:46,16,City Center,B-102,S2386,Present
13-01-2026,Tuesday,16:38,16,City Center,B-102,S2382,Present
13-01-2026,Tuesday,16:41,16,University,B-202,S2212,Present
13-01-2026,Tuesday,17:14,17,Express Dc,B-401,S2284,Present
13-01-2026,Tuesday,17:12,17,City Center,B-101,S2145,Present
13-01-2026,Tuesday,17:09,17,University,B-202,S2237,Present
13-01-2026,Tuesday,16:34,16,City Center,B-101,S2451,Present
13-01-2026,Tuesday,16:32,16,South Suburb,B-303,S2592,Present
14-01-2026,Wednesday,08:51,8,City Center,B-102,S2375,Present
14-01-2026,Wednesday,08:30,8,City Center,B-102,S2177,Present
14-01-2026,Wednesday,08:38,8,University,B-202,S2287,Present
14-01-2026,Wednesday,08:33,8,City Center,B-102,S2116,Present
14-01-2026,Wednesday,08:52,8,City Center,B-101,S2501,Present
14-01-2026,Wednesday,09:08,9,Express Dc,B-401,S2362,Present
14-01-2026,Wednesday,08:47,8,Express Dc,B-401,S2261,Present
14-01-2026,Wednesday,09:06,9,Express Dc,B-401,S2549,Present
14-01-2026,Wednesday,09:05,9,South Suburb,B-303,S2267,Present
14-01-2026,Wednesday,09:08,9,City Center,B-102,S2495,Present
14-01-2026,Wednesday,09:14,9,University,B-202,S2355,Present
14-01-2026,Wednesday,16:34,16,City Center,B-102,S2248,Present
14-01-2026,Wednesday,16:40,16,City Center,B-101,S2509,Absent
14-01-2026,Wednesday,17:10,17,University,B-202,S2023,Absent
14-01-2026,Wednesday,17:07,17,University,B-202,S2312,Present
14-01-2026,Wednesday,17:06,17,South Suburb,B-303,S2305,Present
14-01-2026,Wednesday,16:33,16,South Suburb,B-303,S2495,Present
14-01-2026,Wednesday,17:13,17,Express Dc,B-401,S2258,Present
14-01-2026,Wednesday,16:43,16,City Center,B-101,S2476,Present
14-01-2026,Wednesday,16:50,16,Express Dc,B-401,S2225,Present
14-01-2026,Wednesday,16:54,16,South Suburb,B-303,S2417,Present
14-01-2026,Wednesday,16:42,16,South Suburb,B-303,S2565,Present
14-01-2026,Wednesday,17:03,17,South Suburb,B-303,S2334,Present
14-01-2026,Wednesday,17:06,17,City Center,B-101,S2116,Present
14-01-2026,Wednesday,16:41,16,University,B-202,S2447,Present
14-01-2026,Wednesday,16:39,16,Express Dc,B-401,S2029,Present
15-01-2026,Thursday,09:12,9,South Suburb,B-303,S2039,Present
15-01-2026,Thursday,08:31,8,Express Dc,B-401,S2018,Present
15-01-2026,Thursday,09:11,9,Express Dc,B-401,S2126,Present
15-01-2026,Thursday,09:04,9,City Center,B-101,S2577,Present
15-01-2026,Thursday,08:33,8,University,B-202,S2078,Present
15-01-2026,Thursday,08:51,8,South Suburb,B-303,S2196,Present
15-01-2026,Thursday,08:52,8,City Center,B-101,S2460,Present
15-01-2026,Thursday,09:06,9,City Center,B-101,S2369,Present
15-01-2026,Thursday,08:35,8,South Suburb,B-303,S2540,Present
15-01-2026,Thursday,08:59,8,Express Dc,B-401,S2600,Present
15-01-2026,Thursday,08:58,8,City Center,B-101,S2435,Absent
15-01-2026,Thursday,08:33,8,University,B-202,S2045,Present
15-01-2026,Thursday,08:36,8,University,B-202,S2351,Present
15-01-2026,Thursday,16:48,16,City Center,B-101,S2395,Present
15-01-2026,Thursday,16:59,16,University,B-202,S2273,Present
15-01-2026,Thursday,16:31,16,University,B-202,S2207,Present
15-01-2026,Thursday,16:43,16,South Suburb,B-303,S2351,Present
15-01-2026,Thursday,16:31,16,City Center,B-101,S2504,Present
15-01-2026,Thursday,17:02,17,City Center,B-102,S2467,Present
15-01-2026,Thursday,16:50,16,City Center,B-102,S2061,Present
15-01-2026,Thursday,16:47,16,University,B-202,S2487,Present
15-01-2026,Thursday,17:03,17,City Center,B-101,S2050,Present
15-01-2026,Thursday,16:35,16,South Suburb,B-303,S2045,Absent
15-01-2026,Thursday,16:37,16,South Suburb,B-303,S2316,Absent
16-01-2026,Friday,08:51,8,City Center,B-101,S2053,Present
16-01-2026,Friday,08:35,8,University,B-202,S2004,Present
16-01-2026,Friday,08:39,8,University,B-202,S2211,Present
16-01-2026,Friday,08:42,8,University,B-202,S2326,Present
16-01-2026,Friday,08:59,8,Express Dc,B-401,S2374,Present
16-01-2026,Friday,09:06,9,South Suburb,B-303,S2062,Absent
16-01-2026,Friday,09:03,9,University,B-202,S2258,Present
16-01-2026,Friday,08:46,8,Express Dc,B-401,S2558,Present
16-01-2026,Friday,08:52,8,South Suburb,B-303,S2318,Present
16-01-2026,Friday,09:10,9,South Suburb,B-303,S2493,Absent
16-01-2026,Friday,12:23,12,Express Dc,B-401,S2229,Present
16-01-2026,Friday,16:44,16,City Center,B-101,S2585,Present
16-01-2026,Friday,16:46,16,City Center,B-102,S2100,Present
16-01-2026,Friday,17:13,17,City Center,B-102,S2572,Present
16-01-2026,Friday,16:54,16,City Center,B-101,S2298,Present
16-01-2026,Friday,16:43,16,University,B-202,S2532,Present
16-01-2026,Friday,16:48,16,City Center,B-102,S2033,Present
16-01-2026,Friday,16:37,16,Express Dc,B-401,S2272,Present
16-01-2026,Friday,17:15,17,City Center,B-102,S2513,Present
16-01-2026,Friday,17:11,17,University,B-202,S2154,Present
16-01-2026,Friday,16:32,16,South Suburb,B-303,S2566,Present
16-01-2026,Friday,16:49,16,City Center,B-101,S2061,Present
16-01-2026,Friday,16:55,16,Express Dc,B-401,S2318,Present
16-01-2026,Friday,16:31,16,University,B-202,S2338,Present
16-01-2026,Friday,16:31,16,South Suburb,B-303,S2560,Present
16-01-2026,Friday,16:33,16,University,B-202,S2159,Present
19-01-2026,Monday,08:53,8,City Center,B-102,S2060,Present
19-01-2026,Monday,09:04,9,University,B-202,S2237,Present
19-01-2026,Monday,08:53,8,University,B-202,S2373,Present
19-01-2026,Monday,08:30,8,City Center,B-102,S2477,Present
19-01-2026,Monday,09:01,9,South Suburb,B-303,S2033,Present
19-01-2026,Monday,09:06,9,City Center,B-101,S2096,Present
19-01-2026,Monday,09:11,9,City Center,B-102,S2073,Present
19-01-2026,Monday,09:11,9,South Suburb,B-303,S2511,Present
19-01-2026,Monday,08:55,8,City Center,B-102,S2559,Present
19-01-2026,Monday,09:02,9,City Center,B-102,S2063,Present
19-01-2026,Monday,08:36,8,City Center,B-101,S2241,Present
19-01-2026,Monday,08:31,8,University,B-202,S2219,Present
19-01-2026,Monday,16:48,16,University,B-202,S2373,Present
19-01-2026,Monday,16:31,16,City Center,B-102,S2560,Present
19-01-2026,Monday,16:34,16,City Center,B-102,S2548,Present
19-01-2026,Monday,17:10,17,Express Dc,B-401,S2130,Present
19-01-2026,Monday,17:11,17,City Center,B-102,S2470,Present
19-01-2026,Monday,17:10,17,City Center,B-102,S2484,Absent
19-01-2026,Monday,16:59,16,University,B-202,S2281,Present
19-01-2026,Monday,17:09,17,South Suburb,B-303,S2323,Present
19-01-2026,Monday,16:58,16,City Center,B-101,S2281,Present
19-01-2026,Monday,16:56,16,University,B-202,S2172,Present
20-01-2026,Tuesday,08:49,8,University,B-202,S2599,Present
20-01-2026,Tuesday,09:11,9,University,B-202,S2337,Present
20-01-2026,Tuesday,09:09,9,Express Dc,B-401,S2274,Present
20-01-2026,Tuesday,08:53,8,City Center,B-102,S2029,Present
20-01-2026,Tuesday,08:30,8,City Center,B-102,S2181,Present
20-01-2026,Tuesday,09:08,9,Express Dc,B-401,S2527,Present
20-01-2026,Tuesday,08:43,8,University,B-202,S2229,Present
20-01-2026,Tuesday,08:48,8,Express Dc,B-401,S2318,Present
20-01-2026,Tuesday,08:34,8,University,B-202,S2095,Present
20-01-2026,Tuesday,08:48,8,City Center,B-101,S2187,Present
20-01-2026,Tuesday,08:49,8,City Center,B-101,S2410,Present
20-01-2026,Tuesday,09:04,9,Express Dc,B-401,S2407,Present
20-01-2026,Tuesday,17:11,17,Express Dc,B-401,S2560,Present
20-01-2026,Tuesday,17:11,17,South Suburb,B-303,S2040,Present
20-01-2026,Tuesday,16:48,16,South Suburb,B-303,S2186,Present
20-01-2026,Tuesday,16:50,16,City Center,B-101,S2499,Present
20-01-2026,Tuesday,16:49,16,City Center,B-102,S2573,Present
20-01-2026,Tuesday,17:05,17,City Center,B-102,S2241,Present
20-01-2026,Tuesday,16:53,16,Express Dc,B-401,S2143,Present
20-01-2026,Tuesday,17:15,17,City Center,B-102,S2045,Present
20-01-2026,Tuesday,16:30,16,City Center,B-102,S2271,Absent
20-01-2026,Tuesday,16:38,16,City Center,B-101,S2023,Present
20-01-2026,Tuesday,16:56,16,South Suburb,B-303,S2313,Present
20-01-2026,Tuesday,16:42,16,City Center,B-102,S2509,Present
20-01-2026,Tuesday,17:01,17,City Center,B-101,S2132,Present
21-01-2026,Wednesday,08:52,8,City Center,B-101,S2513,Absent
21-01-2026,Wednesday,08:59,8,City Center,B-102,S2313,Present
21-01-2026,Wednesday,08:51,8,City Center,B-102,S2214,Present
21-01-2026,Wednesday,08:32,8,University,B-202,S2546,Present
21-01-2026,Wednesday,08:31,8,City Center,B-102,S2109,Absent
21-01-2026,Wednesday,08:59,8,University,B-202,S2371,Present
21-01-2026,Wednesday,08:54,8,South Suburb,B-303,S2152,Present
21-01-2026,Wednesday,08:55,8,City Center,B-101,S2303,Present
21-01-2026,Wednesday,09:03,9,City Center,B-102,S2252,Present
21-01-2026,Wednesday,09:00,9,South Suburb,B-303,S2010,Present
21-01-2026,Wednesday,09:02,9,South Suburb,B-303,S2182,Present
21-01-2026,Wednesday,08:35,8,University,B-202,S2263,Present
21-01-2026,Wednesday,16:56,16,City Center,B-102,S2524,Present
21-01-2026,Wednesday,16:39,16,University,B-202,S2175,Present
21-01-2026,Wednesday,16:43,16,University,B-202,S2429,Present
21-01-2026,Wednesday,17:01,17,City Center,B-102,S2128,Present
21-01-2026,Wednesday,16:31,16,City Center,B-101,S2567,Present
21-01-2026,Wednesday,17:06,17,University,B-202,S2444,Present
21-01-2026,Wednesday,17:10,17,City Center,B-101,S2030,Present
21-01-2026,Wednesday,16:52,16,City Center,B-101,S2522,Present
21-01-2026,Wednesday,17:05,17,University,B-202,S2329,Present
21-01-2026,Wednesday,16:47,16,City Center,B-101,S2522,Present
21-01-2026,Wednesday,17:03,17,University,B-202,S2485,Present
21-01-2026,Wednesday,16:43,16,City Center,B-102,S2456,Present
21-01-2026,Wednesday,17:10,17,Express Dc,B-401,S2121,Present
22-01-2026,Thursday,09:12,9,University,B-202,S2216,Present
22-01-2026,Thursday,08:53,8,University,B-202,S2296,Present
22-01-2026,Thursday,08:54,8,City Center,B-101,S2510,Present
22-01-2026,Thursday,08:59,8,University,B-202,S2033,Present
22-01-2026,Thursday,08:42,8,Express Dc,B-401,S2580,Present
22-01-2026,Thursday,08:31,8,University,B-202,S2542,Present
22-01-2026,Thursday,08:34,8,City Center,B-101,S2208,Present
22-01-2026,Thursday,09:14,9,South Suburb,B-303,S2139,Present
22-01-2026,Thursday,08:36,8,City Center,B-101,S2069,Present
22-01-2026,Thursday,08:50,8,City Center,B-101,S2562,Present
22-01-2026,Thursday,09:06,9,University,B-202,S2100,Present
22-01-2026,Thursday,08:56,8,University,B-202,S2079,Present
22-01-2026,Thursday,09:07,9,City Center,B-101,S2435,Present
22-01-2026,Thursday,09:06,9,University,B-202,S2149,Present
22-01-2026,Thursday,08:30,8,Express Dc,B-401,S2457,Present
22-01-2026,Thursday,12:44,12,City Center,B-101,S2186,Present
22-01-2026,Thursday,16:49,16,City Center,B-101,S2509,Present
22-01-2026,Thursday,16:33,16,University,B-202,S2001,Present
22-01-2026,Thursday,17:10,17,South Suburb,B-303,S2377,Present
22-01-2026,Thursday,17:15,17,City Center,B-102,S2255,Present
22-01-2026,Thursday,16:38,16,South Suburb,B-303,S2059,Present
22-01-2026,Thursday,16:59,16,City Center,B-102,S2398,Present
22-01-2026,Thursday,16:45,16,University,B-202,S2018,Present
